Time,PM10,PM25,PM100,Temperature,Gas,Relative Humidity,Pressure,Altitude
1707956685.1586661,0,0,0,23.496796875,225486,43.40423588037372,1005.0386722142346,68.59031799090103
1707956686.1715784,0,0,0,23.496796875,225332,43.416175469668744,1005.0438121006306,68.54724213872503
1707956687.1845634,0,0,0,23.4985546875,225795,43.41040486449864,1005.0707294778783,68.32165855548189
1707956688.1975338,0,0,0,23.499921875,226105,43.410559874955794,1005.0593028830804,68.41741959827655
1707956689.2105112,0,0,0,23.5008984375,225332,43.41067059806298,1005.0592180169366,68.41813082575085
1707956690.2232947,0,0,0,23.50109375,226416,43.41069274281963,1005.0544037817093,68.45847698672533
1707956691.2362025,0,0,0,23.5040234375,225795,43.405055141941425,1005.0592890781686,68.41753529143593
1707956692.2492294,0,0,0,23.504609375,225950,43.42303156453596,1005.0585528211922,68.42370555329575
1707956693.262177,0,0,0,23.505,225332,43.42904629381143,1005.0677707852446,68.34645391495131
1707956694.2751179,0,0,0,23.5044140625,226260,43.42300941413419,1005.0873535294776,68.1823415885613
1707956695.2880695,0,0,0,23.5044140625,225950,43.428979835220225,1005.097633440322,68.09619228433014
1707956696.301066,0,0,0,23.504609375,226260,43.429001988038884,1005.1065257365376,68.02167225904486
1707956697.3140864,0,0,0,23.505390625,226105,43.429090599764336,1005.1078285411878,68.01075442247577
1707956698.3271253,0,0,0,23.5063671875,226416,43.41726068779677,1005.107743723107,68.01146521936256
1707956699.3399868,0,0,0,23.508515625,226572,43.41153427696743,1005.1130397644375,67.96708315182991
1707956700.3529892,0,0,0,23.508515625,226884,43.42347458203735,1005.1181797562423,67.92400899695778
1707956701.365923,0,0,0,23.510078125,226416,43.39380253126059,1005.1190720484694,67.91653142857908
1707956702.3795195,0,0,0,23.51046875,226572,43.41772581440836,1005.1180101185687,67.92543059159757
